Účet,Transfery,Popis,Kategorie,Datum,Částka
Twisto,,Damejidlo,Jídlo > Delivery,13/01/2019,-262.00
Unicredit,,Testovací proužky - Glukoměr,Volný čas > Fitness a sport,14/01/2019,-605.00
Unicredit,,Bella - Prosinec 2018,Freelance,14/01/2019,3 600.00
Twisto,,Nákup,Jídlo > Nákupy,14/01/2019,-1 207.51
Unicredit,Twisto,TWISTO,,15/01/2019,-90.00
Unicredit,Twisto,TWISTO,,15/01/2019,-213.00
Unicredit,Twisto,TWISTO,,15/01/2019,-4 584.00
Twisto,,Imodium - lístky,Volný čas > Kulturní akce,15/01/2019,-214.00
Twisto,Unicredit,TWISTO,,15/01/2019,90.00
Twisto,Unicredit,TWISTO,,15/01/2019,213.00
Twisto,Unicredit,TWISTO,,15/01/2019,4 584.00
Unicredit,Twisto,TWISTO,,16/01/2019,-73.00
Unicredit,Twisto,TWISTO,,16/01/2019,-1 232.13
Unicredit,Twisto,TWISTO,,16/01/2019,-1 462.47
Unicredit,,NILA - Prosinec 2018,Freelance,16/01/2019,8 000.00
Twisto,Unicredit,TWISTO,,16/01/2019,73.00
Twisto,Unicredit,TWISTO,,16/01/2019,1 232.13
Twisto,Unicredit,TWISTO,,16/01/2019,1 462.47
Hotovost,,Sauna,Volný čas > Fitness a sport,17/01/2019,-150.00
Unicredit,Twisto,Převod na Twisto,,17/01/2019,-249.90
Unicredit,Twisto,Převod na Twisto,,17/01/2019,-152.79
Unicredit,Twisto,TWISTO,,17/01/2019,-203.00
Twisto,,Damejidlo,Jídlo > Delivery,17/01/2019,-218.00
Twisto,Unicredit,Převod z Unicredit,,17/01/2019,249.90
Twisto,Unicredit,Převod z Unicredit,,17/01/2019,152.79
Twisto,Unicredit,TWISTO,,17/01/2019,203.00
Hotovost,,Technopárty + Vincentka,Volný čas > Párty,18/01/2019,-206.00
Hotovost,,ČNB - babička výměna bankovek,Další příjmy,18/01/2019,15 000.00
Unicredit,,Babička - výměna bankovek,Další výdaje,18/01/2019,-15 000.00
Unicredit,Twisto,Převod na Twisto,,18/01/2019,-1 207.51
Unicredit,Twisto,Převod na Twisto,,18/01/2019,-262.00
Unicredit,Twisto,Převod na Twisto,,18/01/2019,-847.00
Unicredit,,ROIH - Prosinec 2018,Práce,18/01/2019,39 800.00
Unicredit,,Práce - Listopad 2018,Práce,18/01/2019,26 200.00
Twisto,,Zlatá loď,Volný čas > Párty,18/01/2019,-320.00
Twisto,Unicredit,Převod z Unicredit,,18/01/2019,1 207.51
Twisto,Unicredit,Převod z Unicredit,,18/01/2019,262.00
Twisto,Unicredit,Převod z Unicredit,,18/01/2019,847.00
Unicredit,,Nákup,Jídlo > Nákupy,19/01/2019,-1 840.95
Unicredit,Twisto,Převod na Twisto,,19/01/2019,-218.00
Unicredit,Twisto,Převod na Twisto,,19/01/2019,-214.00
Twisto,,Damejidlo,Jídlo > Delivery,19/01/2019,-246.00
Twisto,Unicredit,Převod z Unicredit,,19/01/2019,218.00
Twisto,Unicredit,Převod z Unicredit,,19/01/2019,214.00
Unicredit,Twisto,Převod na Twisto,,20/01/2019,-246.00
Twisto,Unicredit,Převod z Unicredit,,20/01/2019,246.00
Hotovost,,Zámek pro Pavla,Další výdaje,21/01/2019,-645.00
Unicredit,,Nákup,Jídlo > Nákupy,21/01/2019,-1 425.88
Unicredit,,BF - prosinec 2018,Práce,21/01/2019,4 250.00
Twisto,,Bose Sluchátka,Majetek > Elektronika,21/01/2019,-8 990.00
Hotovost,,Bity za Zámek,Další příjmy,22/01/2019,651.00
Unicredit,Twisto,Převod na Twisto,,22/01/2019,-320.00
Twisto,Unicredit,Převod z Unicredit,,22/01/2019,320.00
Hotovost,Unicredit,Převod na Unicredit,,23/01/2019,-26 000.00
Unicredit,Hotovost,Převod z Hotovost,,23/01/2019,26 000.00
Unicredit,Twisto,Převod na Twisto,,23/01/2019,-8 990.00
Twisto,Unicredit,Převod z Unicredit,,23/01/2019,8 990.00
Twisto,,U baránka,Jídlo > Restaurace,25/01/2019,-313.00
Twisto,,iCloud,Služby > Poplatky a subscriptions,25/01/2019,-25.00
Twisto,,Damejidlo,Jídlo > Delivery,27/01/2019,-213.00
Unicredit,Twisto,Převod na Twisto,,28/01/2019,-213.00
Unicredit,Twisto,Převod na Twisto,,28/01/2019,-25.00
Twisto,,Nákup,Jídlo > Nákupy,28/01/2019,-1 948.81
Twisto,Unicredit,Převod z Unicredit,,28/01/2019,213.00
Twisto,Unicredit,Převod z Unicredit,,28/01/2019,25.00
Unicredit,Twisto,Převod na Twisto,,29/01/2019,-1 948.81
Unicredit,Twisto,Převod na Twisto,,29/01/2019,-313.00
Twisto,Unicredit,Převod z Unicredit,,29/01/2019,1 948.81
Twisto,Unicredit,Převod z Unicredit,,29/01/2019,313.00
Hotovost,,Sauna,Volný čas > Fitness a sport,30/01/2019,-150.00
Unicredit,,Nákup,Jídlo > Nákupy,30/01/2019,-829.50
Twisto,,Kafé s Frantou,Volný čas > Párty,30/01/2019,-150.00
Unicredit,,Bankovní poplatky,Služby > Poplatky a subscriptions,31/01/2019,-32.40
Twisto,,Bartender,AppStores,31/01/2019,-408.01
Unicredit,Twisto,Převod na Twisto,,01/02/2019,-150.00
Twisto,Unicredit,Převod z Unicredit,,01/02/2019,150.00
Twisto,,Amazon knihy,Rozvoj a vzdělání > Knihy,01/02/2019,-1 373.67
Twisto,,Amazon - Knihy,Rozvoj a vzdělání > Knihy,01/02/2019,-410.94
Twisto,,Damejidlo,Jídlo > Delivery,02/02/2019,-251.00
Twisto,,Amazon - Knihy,Rozvoj a vzdělání > Knihy,02/02/2019,-1 069.07
Hotovost,,Vím já?,Volný čas > Párty,03/02/2019,-13.00
Unicredit,,Nákup,Jídlo > Nákupy,03/02/2019,-1 584.38
Twisto,,U Beránka,Jídlo > Restaurace,03/02/2019,-176.00
Twisto,,Amazon knihy,Rozvoj a vzdělání > Knihy,03/02/2019,-5 017.28
Twisto,,DataCamp - Yearly Subscription,Služby > Poplatky a subscriptions,03/02/2019,-4 051.72
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,04/02/2019,-289.00
Unicredit,,RWE,Bydlení > Energie,04/02/2019,-690.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,04/02/2019,-440.92
Unicredit,,Nájem,Bydlení > Nájem,04/02/2019,-11 880.00
Unicredit,,OSSZ - 2x,Práce > OSSZ,04/02/2019,-4 278.00
Unicredit,,VZP - Leden,Práce > VZP,04/02/2019,-2 208.00
Unicredit,,Spotify - Leden - Květen 2019,Služby > Poplatky a subscriptions,04/02/2019,-200.00
Hotovost,,Malinovky po fotbale,Volný čas > Párty,05/02/2019,-70.00
Hotovost,,Ganja od Adama,Volný čas > Cigarety a drogy,05/02/2019,-2 000.00
Unicredit,Twisto,Převod na Twisto,,05/02/2019,-1 069.07
Unicredit,Twisto,Převod na Twisto,,05/02/2019,-1 373.67
Unicredit,Twisto,Převod na Twisto,,05/02/2019,-408.01
Twisto,,Damejidlo,Jídlo > Delivery,05/02/2019,-402.00
Twisto,Unicredit,Převod z Unicredit,,05/02/2019,1 069.07
Twisto,Unicredit,Převod z Unicredit,,05/02/2019,1 373.67
Twisto,Unicredit,Převod z Unicredit,,05/02/2019,408.01
Hotovost,,Sauna,Volný čas > Fitness a sport,06/02/2019,-150.00
Unicredit,Twisto,Převod na Twisto,,06/02/2019,-5 017.28
Unicredit,Twisto,Převod na Twisto,,06/02/2019,-251.00
Unicredit,Twisto,Převod na Twisto,,06/02/2019,-410.94
Twisto,,Boty,Oblečení,06/02/2019,-1 459.00
Twisto,Unicredit,Převod z Unicredit,,06/02/2019,5 017.28
Twisto,Unicredit,Převod z Unicredit,,06/02/2019,251.00
Twisto,Unicredit,Převod z Unicredit,,06/02/2019,410.94
Hotovost,,Barberbilly,Služby > Holič,07/02/2019,-300.00
Hotovost,Unicredit,Výběr z bankomatu,,07/02/2019,1 500.00
Hotovost,,oběd,Jídlo > Restaurace,07/02/2019,-100.00
Unicredit,Hotovost,Výběr z bankomatu,,07/02/2019,-1 500.00
Unicredit,Twisto,Převod na Twisto,,07/02/2019,-402.00
Unicredit,Twisto,Převod na Twisto,,07/02/2019,-4 051.72
Unicredit,Twisto,Převod na Twisto,,07/02/2019,-176.00
Twisto,Unicredit,Převod z Unicredit,,07/02/2019,402.00
Twisto,Unicredit,Převod z Unicredit,,07/02/2019,4 051.72
Twisto,Unicredit,Převod z Unicredit,,07/02/2019,176.00
Hotovost,,"Čokoláda, Snickers",Jídlo > Nákupy,08/02/2019,-45.00
Unicredit,,INNOGY - vratky,Další příjmy,08/02/2019,4 578.74
Twisto,,Damejidlo,Jídlo > Delivery,08/02/2019,-213.00
Hotovost,,Junk,Jídlo > Nákupy,09/02/2019,-50.00
Unicredit,Twisto,Převod na Twisto,,09/02/2019,-213.00
Unicredit,Twisto,Převod na Twisto,,09/02/2019,-1 459.00
Twisto,,Večeře,Jídlo > Restaurace,09/02/2019,-300.00
Twisto,Unicredit,Převod z Unicredit,,09/02/2019,213.00
Twisto,Unicredit,Převod z Unicredit,,09/02/2019,1 459.00
Unicredit,,Nákup,Jídlo > Nákupy,10/02/2019,-1 177.59
Twisto,,Damejidlo,Jídlo > Delivery,10/02/2019,-248.00
Unicredit,,IKEA,Další příjmy,11/02/2019,2 000.00
Unicredit,Twisto,Převod na Twisto,,11/02/2019,-248.00
Twisto,Unicredit,Převod z Unicredit,,11/02/2019,248.00
Twisto,,Wolt,Jídlo > Delivery,12/02/2019,-180.00
Hotovost,,Sauna,Volný čas > Fitness a sport,13/02/2019,-150.00
Hotovost,,Čokoláda na Daně,Práce > Daně a FÚ,13/02/2019,-40.00
Unicredit,Twisto,Převod na Twisto,,13/02/2019,-300.00
Twisto,Unicredit,Převod z Unicredit,,13/02/2019,300.00
Hotovost,,Oběd + pro Pavla,Jídlo > Restaurace,14/02/2019,-260.00
Unicredit,Twisto,Převod na Twisto,,14/02/2019,-180.00
Twisto,Unicredit,Převod z Unicredit,,14/02/2019,180.00
Revolut,,Za oběd od Pavla,Další příjmy,14/02/2019,121.00
Hotovost,,Junk,Jídlo > Nákupy,15/02/2019,-105.00
Unicredit,,Ubytování - Izrael,Volný čas > Dovolená,16/02/2019,-1 900.00
Twisto,,Damejidlo,Jídlo > Delivery,16/02/2019,-213.00
Hotovost,,Junk,Jídlo > Nákupy,17/02/2019,-128.00
Unicredit,Twisto,Převod na Twisto,,17/02/2019,-213.00
Twisto,Unicredit,Převod z Unicredit,,17/02/2019,213.00
Hotovost,,Junk,Jídlo > Nákupy,18/02/2019,-98.00
Unicredit,Revolut,Převod na Revolut,,18/02/2019,-10 000.00
Revolut,Unicredit,Převod z Unicredit,,18/02/2019,10 000.00
Unicredit,,ROIH - Leden 2019,Práce,21/02/2019,51 240.00
Unicredit,,Business Factory - 2750,Práce,22/02/2019,2 750.00
Twisto,,Nákup - Izrael,Jídlo > Nákupy,22/02/2019,-328.75
Twisto,,Starcraft,AppStores,22/02/2019,-385.43
Twisto,,McDonalds,Jídlo > Restaurace,23/02/2019,-258.99
Twisto,,McDonalds,Jídlo > Restaurace,23/02/2019,-215.40
Twisto,,Kafe - Izrael,Jídlo > Restaurace,23/02/2019,-75.29
Revolut,,Nákupy a jídlo Izrael,Jídlo > Restaurace,23/02/2019,-3 724.30
Twisto,,Aktin,"Jídlo > Doplňky, nootropika a léky",24/02/2019,-3 488.00
Twisto,,Nákup,Jídlo > Nákupy,24/02/2019,-1 263.98
Twisto,,Damejidlo,Jídlo > Delivery,24/02/2019,-249.00
Twisto,,Nákup - Izrael,Jídlo > Nákupy,24/02/2019,-139.60
Unicredit,,Bella Rose - Leden 2019,Freelance,25/02/2019,4 000.00
Twisto,,Herbal Store,"Jídlo > Doplňky, nootropika a léky",25/02/2019,-909.00
Twisto,,iCloud,Služby > Poplatky a subscriptions,25/02/2019,-25.00
Unicredit,Twisto,Převod na Twisto,,26/02/2019,-75.29
Unicredit,Twisto,Převod na Twisto,,26/02/2019,-328.75
Unicredit,Twisto,Převod na Twisto,,26/02/2019,-385.43
Twisto,Unicredit,Převod z Unicredit,,26/02/2019,75.29
Twisto,Unicredit,Převod z Unicredit,,26/02/2019,328.75
Twisto,Unicredit,Převod z Unicredit,,26/02/2019,385.43
Hotovost,,Sauna,Volný čas > Fitness a sport,27/02/2019,-150.00
Unicredit,Twisto,Převod na Twisto,,27/02/2019,-249.00
Unicredit,Twisto,Převod na Twisto,,27/02/2019,-258.99
Unicredit,Twisto,Převod na Twisto,,27/02/2019,-215.40
Twisto,Unicredit,Převod z Unicredit,,27/02/2019,249.00
Twisto,Unicredit,Převod z Unicredit,,27/02/2019,258.99
Twisto,Unicredit,Převod z Unicredit,,27/02/2019,215.40
Unicredit,,Bankovní poplatky,Služby > Poplatky a subscriptions,28/02/2019,-21.50
Unicredit,Twisto,Převod na Twisto,,28/02/2019,-25.00
Unicredit,Twisto,Převod na Twisto,,28/02/2019,-139.60
Unicredit,Twisto,Převod na Twisto,,28/02/2019,-1 263.98
Twisto,Unicredit,Převod z Unicredit,,28/02/2019,25.00
Twisto,Unicredit,Převod z Unicredit,,28/02/2019,139.60
Twisto,Unicredit,Převod z Unicredit,,28/02/2019,1 263.98
Hotovost,,Vyhlídka,Volný čas > Párty,01/03/2019,-230.00
Hotovost,Unicredit,Výběr z bankomatu,,01/03/2019,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,01/03/2019,-1 000.00
Unicredit,,Lenička - Izrael,Volný čas > Dovolená,01/03/2019,-1 675.00
Unicredit,,Barča - Izrael,Volný čas > Dovolená,01/03/2019,-610.00
Unicredit,Twisto,Převod na Twisto,,01/03/2019,-4 496.00
Twisto,,Tarif,Služby > Poplatky a subscriptions,01/03/2019,-99.00
Twisto,Unicredit,Převod z Unicredit,,01/03/2019,4 496.00
Hotovost,,Lenička oslava,Volný čas > Párty,02/03/2019,-300.00
Twisto,,Offspring,Volný čas > Kulturní akce,02/03/2019,-1 190.00
Twisto,,Nákup,Jídlo > Nákupy,02/03/2019,-1 785.51
Twisto,,Lenička - dárek,Volný čas > Párty,02/03/2019,-159.80
Twisto,,Lenička - dárek,Volný čas > Párty,02/03/2019,-199.00
Hotovost,,Sauna,Volný čas > Fitness a sport,03/03/2019,-40.00
Unicredit,Twisto,Převod na Twisto,,03/03/2019,-1 190.00
Unicredit,Twisto,Převod na Twisto,,03/03/2019,-1 785.51
Twisto,Unicredit,Převod z Unicredit,,03/03/2019,1 190.00
Twisto,Unicredit,Převod z Unicredit,,03/03/2019,1 785.51
Hotovost,,Clo za knihu,Rozvoj a vzdělání > Knihy,04/03/2019,-328.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,04/03/2019,-627.17
Unicredit,,VZP - Leden,Práce > VZP,04/03/2019,-2 208.00
Unicredit,,OSSZ,Práce > OSSZ,04/03/2019,-2 189.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,04/03/2019,-289.00
Unicredit,,Nájem,Bydlení > Nájem,04/03/2019,-11 880.00
Unicredit,,RWE,Bydlení > Energie,04/03/2019,-690.00
Unicredit,Twisto,Převod na Twisto,,05/03/2019,-159.80
Unicredit,Twisto,Převod na Twisto,,05/03/2019,-199.00
Twisto,Unicredit,Převod z Unicredit,,05/03/2019,159.80
Twisto,Unicredit,Převod z Unicredit,,05/03/2019,199.00
Hotovost,,Trpaslík pubquiz,Volný čas > Párty,06/03/2019,-200.00
Twisto,,Nákup,Jídlo > Nákupy,07/03/2019,-2 173.37
Hotovost,,Dýmka s Vláďou,Volný čas > Párty,08/03/2019,-251.00
Unicredit,Twisto,Převod na Twisto,,08/03/2019,-2 173.37
Twisto,Unicredit,Převod z Unicredit,,08/03/2019,2 173.37
Twisto,,Damejidlo,Jídlo > Delivery,09/03/2019,-219.00
Hotovost,,Jídlo,Jídlo > Nákupy,10/03/2019,-35.00
Hotovost,,Sauna,Volný čas > Fitness a sport,10/03/2019,-40.00
Hotovost,Unicredit,Výběr z bankomatu,,10/03/2019,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,10/03/2019,-2 000.00
Unicredit,,Doména dusanvystrcil.cz,Služby > Poplatky a subscriptions,11/03/2019,-175.45
Twisto,,Nákup,Jídlo > Nákupy,11/03/2019,-1 421.12
Unicredit,Twisto,Převod na Twisto,,12/03/2019,-1 421.12
Unicredit,Twisto,Převod na Twisto,,12/03/2019,-219.00
Twisto,Unicredit,Převod z Unicredit,,12/03/2019,1 421.12
Twisto,Unicredit,Převod z Unicredit,,12/03/2019,219.00
Hotovost,,Sauna,Volný čas > Fitness a sport,13/03/2019,-40.00
Unicredit,,ROIH - Únor 2019,Práce,14/03/2019,40 320.00
Unicredit,,BF,Práce,14/03/2019,1 000.00
Hotovost,,"Voda, Gyros, Semínka",Jídlo > Restaurace,15/03/2019,-160.00
Twisto,,oběd,Jídlo > Restaurace,15/03/2019,-130.00
Hotovost,,Doli za pizzu,Další příjmy,16/03/2019,300.00
Unicredit,Twisto,Převod na Twisto,,16/03/2019,-1 028.86
Twisto,,Amici,Jídlo > Delivery,16/03/2019,-553.00
Twisto,Unicredit,Převod z Unicredit,,16/03/2019,1 028.86
Twisto,,Nákup,Jídlo > Nákupy,16/03/2019,-1 028.86
Twisto,,Damejidlo,Jídlo > Delivery,17/03/2019,-338.00
Unicredit,Twisto,Převod na Twisto,,18/03/2019,-338.00
Twisto,,Herbal Store,Volný čas > Cigarety a drogy,18/03/2019,-2 236.00
Twisto,Unicredit,Převod z Unicredit,,18/03/2019,338.00
Unicredit,Twisto,Převod na Twisto,,19/03/2019,-553.00
Unicredit,Twisto,Převod na Twisto,,19/03/2019,-130.00
Unicredit,,Bella Rose - Únor 2019,Freelance,19/03/2019,5 500.00
Twisto,,Wolt,Jídlo > Delivery,19/03/2019,-224.00
Twisto,Unicredit,Převod z Unicredit,,19/03/2019,553.00
Twisto,Unicredit,Převod z Unicredit,,19/03/2019,130.00
Hotovost,,Sauna,Volný čas > Fitness a sport,20/03/2019,-40.00
Unicredit,Twisto,Převod na Twisto,,20/03/2019,-2 236.00
Twisto,,Týmová večeře,Volný čas > Schůzky,20/03/2019,-1 900.00
Twisto,Unicredit,Převod z Unicredit,,20/03/2019,2 236.00
Hotovost,,Za týmovou večeři,Práce,21/03/2019,1 900.00
Hotovost,,Bong + propriety,Volný čas > Cigarety a drogy,21/03/2019,-1 625.00
Unicredit,Twisto,Převod na Twisto,,21/03/2019,-224.00
Twisto,,Nákup,Jídlo > Nákupy,21/03/2019,-1 454.84
Twisto,Unicredit,Převod z Unicredit,,21/03/2019,224.00
Hotovost,,MDMA,Volný čas > Cigarety a drogy,22/03/2019,-2 000.00
Unicredit,,"NILA - Leden, Únor 2019",Freelance,22/03/2019,16 000.00
Unicredit,Twisto,Převod na Twisto,,22/03/2019,-1 454.84
Twisto,,U Beránka,Jídlo > Restaurace,22/03/2019,-134.00
Twisto,Unicredit,Převod z Unicredit,,22/03/2019,1 454.84
Hotovost,,Sauna,Volný čas > Fitness a sport,24/03/2019,-40.00
Hotovost,Unicredit,Výběr z bankomatu,,24/03/2019,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,24/03/2019,-1 000.00
Unicredit,,Mamka dárek + voňavky,Hygienické potřeby,24/03/2019,-1 815.00
Unicredit,Twisto,Převod na Twisto,,24/03/2019,-1 900.00
Twisto,Unicredit,Převod z Unicredit,,24/03/2019,1 900.00
Unicredit,,OSSZ - doplatek,Práce > OSSZ,25/03/2019,-7 122.00
Unicredit,,Daň z příjmu,Práce > Daně a FÚ,25/03/2019,-8 561.00
Twisto,,Nákup,Jídlo > Nákupy,25/03/2019,-1 258.27
Twisto,,iCloud,Služby > Poplatky a subscriptions,25/03/2019,-25.00
Hotovost,,Pošta - přiznání,Práce > Daně a FÚ,26/03/2019,-132.00
Unicredit,Twisto,Převod na Twisto,,26/03/2019,-1 258.27
Unicredit,Twisto,Převod na Twisto,,26/03/2019,-134.00
Twisto,,Wolt,Jídlo > Delivery,26/03/2019,-291.00
Twisto,Unicredit,Převod z Unicredit,,26/03/2019,1 258.27
Twisto,Unicredit,Převod z Unicredit,,26/03/2019,134.00
Unicredit,Twisto,Převod na Twisto,,27/03/2019,-291.00
Unicredit,Twisto,Převod na Twisto,,27/03/2019,-25.00
Twisto,,Damejidlo,Jídlo > Delivery,27/03/2019,-224.00
Twisto,Unicredit,Převod z Unicredit,,27/03/2019,291.00
Twisto,Unicredit,Převod z Unicredit,,27/03/2019,25.00
Hotovost,,MusicLab,Volný čas > Párty,28/03/2019,-90.00
Unicredit,Twisto,Převod na Twisto,,28/03/2019,-224.00
Twisto,Unicredit,Převod z Unicredit,,28/03/2019,224.00
Hotovost,,Od babičky k narozeninám,Dary,30/03/2019,834.00
Hotovost,,Bus + vlak,"Doprava > Vlaky, autobusy a jiné",31/03/2019,-200.00
Unicredit,,Bankovní poplatky,Služby > Poplatky a subscriptions,31/03/2019,-24.10
Hotovost,,Barberbilly,Služby > Holič,01/04/2019,-400.00
Unicredit,Twisto,Převod na Twisto,,01/04/2019,-72.00
Twisto,Unicredit,Převod z Unicredit,,01/04/2019,72.00
Twisto,,Twisto,Služby > Poplatky a subscriptions,01/04/2019,-72.00
Twisto,,oběd,Jídlo > Restaurace,01/04/2019,-129.00
Hotovost,,Traubka,Volný čas > Párty,02/04/2019,-269.00
Unicredit,Twisto,Převod na Twisto,,02/04/2019,-129.00
Twisto,Unicredit,Převod z Unicredit,,02/04/2019,129.00
Unicredit,,Ubytko - Jamaica,Volný čas > Dovolená,03/04/2019,-4 746.55
Unicredit,,Nájem,Bydlení > Nájem,03/04/2019,-11 880.00
Unicredit,,VZP,Práce > VZP,03/04/2019,-2 208.00
Unicredit,,RWE,Bydlení > Energie,03/04/2019,-690.00
Unicredit,,OSSZ,Práce > OSSZ,03/04/2019,-2 189.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,03/04/2019,-289.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,03/04/2019,-572.92
Twisto,,Večeře s Janou,Volný čas > Párty,06/04/2019,-500.00
Twisto,,oběd,Jídlo > Restaurace,06/04/2019,-120.00
Twisto,,Snídaně,Jídlo > Restaurace,07/04/2019,-551.35
Twisto,,Junk,Jídlo > Nákupy,07/04/2019,-127.70
Unicredit,,Enter Shikari - lístky,Další příjmy,08/04/2019,1 400.00
Unicredit,,Ubytko - Montego Bay,Volný čas > Dovolená,09/04/2019,-2 074.52
Twisto,,Jamajka - ???,Volný čas > Párty,09/04/2019,-176.94
Twisto,,Suvenýry,Dárky,12/04/2019,-477.45
Hotovost,,"Laundry, Poslední Leč, Kahla",Volný čas > Párty,13/04/2019,-508.00
Twisto,,Junk,Jídlo > Nákupy,13/04/2019,-147.98
Twisto,,Damejidlo,Jídlo > Delivery,13/04/2019,-271.00
Twisto,,oběd,Jídlo > Restaurace,14/04/2019,-300.00
Twisto,,Damejidlo,Jídlo > Delivery,14/04/2019,-183.00
Twisto,,Jamaica - Letiště,Jídlo > Restaurace,14/04/2019,-318.07
Twisto,,Jamaica - Letiště,Jídlo > Restaurace,14/04/2019,-662.29
Hotovost,,U Beránka,Jídlo > Restaurace,15/04/2019,-100.00
Unicredit,Twisto,Převod na Twisto,,15/04/2019,-127.70
Unicredit,Twisto,Převod na Twisto,,15/04/2019,-500.00
Unicredit,Twisto,Převod na Twisto,,15/04/2019,-120.00
Twisto,,Nákup,Jídlo > Nákupy,15/04/2019,-2 057.42
Twisto,Unicredit,Převod z Unicredit,,15/04/2019,127.70
Twisto,Unicredit,Převod z Unicredit,,15/04/2019,500.00
Twisto,Unicredit,Převod z Unicredit,,15/04/2019,120.00
Unicredit,Twisto,Převod na Twisto,,16/04/2019,-662.29
Unicredit,Twisto,Převod na Twisto,,16/04/2019,-176.94
Unicredit,Twisto,Převod na Twisto,,16/04/2019,-551.35
Twisto,,ESTA víza,Práce > Další,16/04/2019,-317.98
Twisto,Unicredit,Převod z Unicredit,,16/04/2019,662.29
Twisto,Unicredit,Převod z Unicredit,,16/04/2019,176.94
Twisto,Unicredit,Převod z Unicredit,,16/04/2019,551.35
Hotovost,,Pivo s Pavlem,Volný čas > Párty,17/04/2019,-70.00
Hotovost,,Sauna,Volný čas > Fitness a sport,17/04/2019,-40.00
Unicredit,,Bella Rose - Březen 2019,Freelance,17/04/2019,5 000.00
Unicredit,Twisto,Převod na Twisto,,17/04/2019,-147.98
Unicredit,Twisto,Převod na Twisto,,17/04/2019,-318.07
Unicredit,Twisto,Převod na Twisto,,17/04/2019,-477.45
Twisto,Unicredit,Převod z Unicredit,,17/04/2019,147.98
Twisto,Unicredit,Převod z Unicredit,,17/04/2019,318.07
Twisto,Unicredit,Převod z Unicredit,,17/04/2019,477.45
Unicredit,Twisto,Převod na Twisto,,18/04/2019,-2 057.42
Unicredit,Twisto,Převod na Twisto,,18/04/2019,-183.00
Unicredit,Twisto,Převod na Twisto,,18/04/2019,-300.00
Unicredit,Twisto,Převod na Twisto,,18/04/2019,-271.00
Unicredit,,Práce - Březen 2019,Práce,18/04/2019,71 690.00
Twisto,Unicredit,Převod z Unicredit,,18/04/2019,2 057.42
Twisto,Unicredit,Převod z Unicredit,,18/04/2019,183.00
Twisto,Unicredit,Převod z Unicredit,,18/04/2019,300.00
Twisto,Unicredit,Převod z Unicredit,,18/04/2019,271.00
Unicredit,Twisto,Převod na Twisto,,19/04/2019,-317.98
Twisto,,Nákup,Jídlo > Nákupy,19/04/2019,-896.80
Twisto,Unicredit,Převod z Unicredit,,19/04/2019,317.98
Unicredit,Twisto,Převod na Twisto,,20/04/2019,-896.80
Twisto,,Wolt,Jídlo > Delivery,20/04/2019,-248.00
Twisto,Unicredit,Převod z Unicredit,,20/04/2019,896.80
